code,description
03.06.01.01.07,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ КУЛЬТУРЫ
03.06.01.01.08.07,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СПОРТИВНЫМ ОБЪЕКТАМ В ЗАКРЫТЫХ ПОМЕЩЕНИЯХ
03.06.01.01.08.09,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СПОРТИВНО-ДОСУГОВЫМ ОБЪЕКТАМ
03.31.03.03.03,ОБСЛУЖИВАНИЕ САНИТАРНЫМ ТРАНСПОРТОМ (АРЕНДА АВТОМОБИЛЕЙ САНИТАРНЫХ) СО СПЕЦОБОРУДОВАНИЕМ
03.35.07,ПРИЕМ И ОБСЛУЖИВАНИЕ ДЕЛЕГАЦИЙ
03.06.01.01.09.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ РИТУАЛЬНОГО НАЗНАЧЕНИЯ
03.06.01.01.13.02,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ПРАВОСУДИЯ, ПРОКУРАТУРЫ, АДВОКАТУРЫ И НОТАРИАТА"
03.06.01.01.15.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ИННОВАЦИОННОЙ ИНФРАСТРУКТУРЫ
03.06.01.01.18,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ГИДРОТЕХНИЧЕСКИМ, ВСПОМОГАТЕЛЬНЫМ ИНЖЕНЕРНЫМ СООРУЖЕНИЯМ"
03.06.01.01.18.04,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ГИДРОТЕХНИЧЕСКИХ, ВСПОМОГАТЕЛЬНЫХ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ИНОГО ТИПА"
03.06.01.01.22.01,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ АВАРИЙНО-СПАСАТЕЛЬНОЙ СЛУЖБЫ, ФОРМИРОВАНИЯ"
03.06.01.03.01.05,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ УЛИЧНО-ДОРОЖНОЙ СЕТИ
03.06.01.03.03.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ОБЩЕГО ОБРАЗОВАНИЯ В ГОРОДЕ МОСКВЕ
03.06.01.03.07.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ТЕАТРОВ
03.06.01.03.08,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО СПОРТИВНЫМ ОБЪЕКТАМ
03.06.01.03.12,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ БЕЗБАРЬЕРНОЙ СРЕДЫ ДЛЯ ИНВАЛИДОВ
03.06.01.03.13.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ОРГАНОВ ГОСУДАРСТВЕННОЙ ВЛАСТИ И ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ
03.06.01.03.15.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ПРОЕКТНОГО И ИЗЫСКАТЕЛЬСКОГО НАЗНАЧЕНИЯ
03.06.01.03.19,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВЕТЕРИНАРИИ, ПО УХОДУ И СОДЕРЖАНИЮ ЖИВОТНЫХ"
03.06.01.03.20.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ХРАМА
03.06.01.03.20.07,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ МОЛЕЛЬНОГО ДОМА
03.06.01.03.21.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ТУРИЗМА И ОТДЫХА
03.06.01.04.01.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ МЕТРОПОЛИТЕНА
03.06.01.04.01.05,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ УЛИЧНО-ДОРОЖНОЙ СЕТИ
03.06.01.04.01.08,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ПРОЧИМ ОБЪЕКТАМ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ
01.11.04.08,ИЗДЕЛИЯ СТРОИТЕЛЬНЫЕ САНИТАРНО-ТЕХНИЧЕСКИЕ
01.15.06.01,ШТАМПЫ
03.06.01.04.01.11,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА
03.06.01.04.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ЗДРАВООХРАНЕНИЯ
03.06.01.04.02.06,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ МЕДИЦИНСКИХ СЛУЖБ
03.06.01.04.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ
03.06.01.04.05.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ЖИЛЫХ ДОМОВ
03.06.01.04.05.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ОБЩЕЖИТИЙ
03.06.01.04.06.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ТЕПЛОСНАБЖЕНИЯ
03.06.01.04.06.08,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ПРОЧИМ ОБЪЕКТАМ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ
03.06.01.04.13.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОФИСНЫМ ОБЪЕКТАМ
03.06.01.04.06.09,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ СВЯЗИ
03.06.01.04.13.05,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ФИНАНСОВО-КРЕДИТНЫХ И СТРАХОВЫХ ОРГАНИЗАЦИЙ
03.06.01.04.07.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ТЕАТРОВ
03.06.01.04.14.07,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ УСЛУГ СВЯЗИ
03.06.01.04.08.08,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ СПОРТИВНЫХ КОМПЛЕКСОВ
03.06.01.04.18.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ДАМБЫ
03.06.01.04.10.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ПРОЧИМ ОБЪЕКТАМ ГРАЖДАНСКОЙ ЗАЩИТЫ НАСЕЛЕНИЯ
03.06.01.04.20.05,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ КОЛОКОЛЬНИ
03.06.01.04.12,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ БЕЗБАРЬЕРНОЙ СРЕДЫ ДЛЯ ИНВАЛИДОВ
03.06.01.04.20.10,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ СИНАГОГИ
01.15.03.17,"ПАПКИ, СИСТЕМЫ АРХИВАЦИИ ПЛАСТИКОВЫЕ"
03.06.01.04.22,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО АВАРИЙНО-СПАСАТЕЛЬНЫМ ОБЪЕКТАМ И ОБЪЕКТАМ ГО, ЧС И ПБ"
01.15.05.04.07.02,РАЗДЕЛИТЕЛИ ЛИСТОВ ПЛАСТИКОВЫЕ
03.06.01.04.22.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ГО И ЧС
01.15.04.07,ЛАСТИКИ
03.06.01.04.23.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ОБОРОНЫ
01.15.05.02.06.02,МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ СШИВАНИЯ И ПЕРЕПЛЕТА ДОКУМЕНТОВ КАРТОННЫЕ
03.06.01.05.01.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ ОБСЛУЖИВАНИЯ НАЗЕМНОГО ГОРОДСКОГО ТРАНСПОРТА
03.06.01.05.01.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ КОНЕЧНЫХ СТАНЦИЙ ГОРОДСКОГО ПАССАЖИРСКОГО ТРАНСПОРТА
03.06.01.05.01.07,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ ХРАНЕНИЯ АВТОТРАНСПОРТНЫХ СРЕДСТВ
03.06.01.05.01.11,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА
03.06.01.05.03.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ПРОЧИМ ОБЪЕКТАМ ВОСПИТАНИЯ И ОБУЧЕНИЯ
03.06.01.05.04.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО СПЕЦИАЛИЗИРОВАННЫМ ОБЪЕКТАМ ДЛЯ ПРОЖИВАНИЯ СО СПЕЦИАЛИЗИРОВАННЫМ МЕДИЦИНСКИМ ОБСЛУЖИВАНИЕМ
03.06.01.05.05.99,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ПРОЧИМ ЖИЛЫМ ОБЪЕКТАМ
03.06.01.05.06.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ ЭЛЕКТРОСНАБЖЕНИЯ
03.06.01.05.06.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ ТЕПЛОСНАБЖЕНИЯ
03.06.01.05.06.09,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ СВЯЗИ
01.15.05.01.07,"ДИСПЕНСЕРЫ ДЛЯ ЗАКЛАДОК, БУМАГ, КЛЕЙКОЙ ЛЕНТЫ"
01.11.03.11.05,СТЕКЛООБОИ
03.06.01.05.08.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ СПОРТА ВЫСШИХ ДОСТИЖЕНИЙ И ПОДГОТОВКИ ОЛИМПИЙСКОГО РЕЗЕРВА
03.06.01.05.08.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ ПЛОСКОСТНЫХ СПОРТИВНЫХ СООРУЖЕНИЙ
03.06.01.05.08.07,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО СПОРТИВНЫМ ОБЪЕКТАМ В ЗАКРЫТЫХ ПОМЕЩЕНИЯХ
03.06.01.05.10.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ПРОЧИМ ОБЪЕКТАМ ГРАЖДАНСКОЙ ЗАЩИТЫ НАСЕЛЕНИЯ
03.06.01.05.13.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО АДМИНИСТРАТИВНО-УПРАВЛЕНЧЕСКИМ ОБЪЕКТАМ
03.06.01.05.13.05,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ ФИНАНСОВО-КРЕДИТНЫХ И СТРАХОВЫХ ОРГАНИЗАЦИЙ
03.06.01.05.15.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ ИННОВАЦИОННОЙ ИНФРАСТРУКТУРЫ
03.06.01.05.16.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО СКЛАДСКИМ ОБЪЕКТАМ
03.06.01.05.17.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО СЕЛЬСКОХОЗЯЙСТВЕННЫМ ОБЪЕКТАМ ИНОГО ТИПА
03.06.01.05.20.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ СОБОРА
03.06.01.05.22,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО АВАРИЙНО-СПАСАТЕЛЬНЫМ ОБЪЕКТАМ И ОБЪЕКТАМ ГО, ЧС И ПБ"
03.06.01.05.22.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ ПОЖАРНОЙ БЕЗОПАСНОСТИ
03.06.04.01.07,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ОБЪЕКТОВ ХРАНЕНИЯ АВТОТРАНСПОРТНЫХ СРЕДСТВ
03.06.04.01.09,"УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ОБЪЕКТОВ РЕМОНТА, СОДЕРЖАНИЯ И ОБСЛУЖИВАНИЯ АВТОТРАНСПОРТНЫХ СРЕДСТВ"
03.06.04.01.10,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ОБЪЕКТОВ ВОЗДУШНОГО ТРАНСПОРТА
03.06.04.04.04,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ СПЕЦИАЛИЗИРОВАННЫХ ОБЪЕКТОВ ДЛЯ ПРОЖИВАНИЯ СО СПЕЦИАЛИЗИРОВАННЫМ МЕДИЦИНСКИМ ОБСЛУЖИВАНИЕМ
03.06.04.04.05,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ОБЪЕКТОВ ЦЕНТРОВ СОЦИАЛЬНОЙ ПОМОЩИ И РЕАБИЛИТАЦИИ
03.06.04.06.08,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ПРОЧИХ ОБЪЕКТОВ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ
03.06.04.08.08,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ОБЪЕКТОВ СПОРТИВНЫХ КОМПЛЕКСОВ
01.07.11.04.03,ДЕКОРАЦИИ БАННЕРНЫЕ
01.20.05.01,СРЕДСТВА КОСМЕТИЧЕСКИЕ
01.20.07.04,КРОНШТЕЙНЫ И ИНЫЕ УСТРОЙСТВА ДЛЯ КРЕПЛЕНИЯ БЫТОВОЙ ТЕХНИКИ К СТЕНАМ
01.25.02.99.01,МАШИНЫ ПОСУДОМОЕЧНЫЕ ПРОФЕССИОНАЛЬНЫЕ
03.06.04.10.03,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ОБЪЕКТОВ АВТОМАТИЧЕСКИХ СИСТЕМЫ ПРОТИВОГОЛОЛЕДНОЙ ОБРАБОТКИ ДОРОЖНЫХ ПОКРЫТИЙ
03.06.04.14.02,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ОБЪЕКТОВ ТОРГОВЛИ
03.06.04.15.02,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ОБЪЕКТОВ ИННОВАЦИОННОЙ ИНФРАСТРУКТУРЫ
03.06.04.15.03,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ОБЪЕКТОВ ПРОЕКТНОГО И ИЗЫСКАТЕЛЬСКОГО НАЗНАЧЕНИЯ
03.06.04.16,"УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ПРОМЫШЛЕННЫХ ОБЪЕКТОВ, ОБЪЕКТОВ СКЛАДИРОВАНИЯ И УТИЛИЗАЦИИ"
03.06.04.20.05,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ОБЪЕКТОВ КОЛОКОЛЬНИ
03.06.04.20.12,УСЛУГИ УПРАВЛЯЮЩЕЙ КОМПАНИИ ПО СТРОИТЕЛЬСТВУ ПОД КЛЮЧ ОБЪЕКТОВ СЕМИНАРИИ
03.07.01,"ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ, СОДЕРЖАНИЕ И ТЕКУЩИЙ РЕМОНТ ОБЪЕКТОВ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ТЕРРИТОРИЙ"
03.07.02,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ОБОРУДОВАНИЯ И ОБЪЕКТОВ ИНФРАСТРУКТУРЫ
03.07.02.06,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И СОДЕРЖАНИЕ ВОДООТВОДНЫХ И РЕГУЛЯЦИОННЫХ СООРУЖЕНИЙ
03.07.03.04,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ЛЕТАТЕЛЬНЫХ АППАРАТОВ
03.07.04.01.01,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ СПОРТИВНОГО ОБОРУДОВАНИЯ
03.07.07.01,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ОХРАННО-ПОЖАРНЫХ СИСТЕМ
03.08.01.01.03,САНИТАРНОЕ СОДЕРЖАНИЕ И УБОРКА ЭЛЕМЕНТОВ ТЕРРИТОРИЙ
01.11.01.05.03,ЧАСТИ И ПРИНАДЛЕЖНОСТИ ДЛЯ ПОДЪЕМНОГО ОБОРУДОВАНИЯ
01.10.03.08,"ИЗОЛЯТОРЫ, КОНДЕНСАТОРЫ, РЕЗИСТОРЫ И ИХ ЧАСТИ"
03.08.02.01,УСЛУГИ ДЕРАТИЗАЦИИ
01.20.06.01,"ПОСУДА СТОЛОВАЯ, КУХОННАЯ"
03.08.03.02,УСЛУГИ ПО ОБРАЩЕНИЮ СО СНЕГОМ
03.08.05.02,УСЛУГИ ПО УСТРАНЕНИЮ ПОСЛЕДСТВИЙ РАДИОАКТИВНОГО ЗАГРЯЗНЕНИЯ
03.12.99,УСЛУГИ СВЯЗИ ПРОЧИЕ
03.13,УСЛУГИ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИЕ (ИТ)
03.14,СТРАХОВАНИЕ
03.14.02,ДОБРОВОЛЬНОЕ СТРАХОВАНИЕ ОТ НЕСЧАСТНЫХ СЛУЧАЕВ И БОЛЕЗНЕЙ
03.14.03.02,"ОБЯЗАТЕЛЬНОЕ СТРАХОВАНИЕ ГРАЖДАНСКОЙ ОТВЕТСТВЕННОСТИ ПЕРЕВОЗЧИКА ЗА ПРИЧИНЕНИЕ ВРЕДА ЖИЗНИ, ЗДОРОВЬЮ И ИМУЩЕСТВУ ПАССАЖИРОВ"
03.15.04,РАЗМЕЩЕНИЕ ВНЕШНЕЙ (НАРУЖНОЙ) РЕКЛАМЫ
03.17.03.07,"УСЛУГИ ХУДОЖНИКОВ, ДЕКОРАТОРОВ, ОФОРМИТЕЛЕЙ"
03.18.01,ПРОВЕДЕНИЕ ОЛИМПИЙСКИХ ИГР
03.18.04,ПРОВЕДЕНИЕ АВТОРАЛЛИ
01.15.06.02,ДАТЕРЫ
03.18.13,БРОНИРОВАНИЕ БИЛЕТОВ НА СПОРТИВНЫЕ МЕРОПРИЯТИЯ
03.23.01,ОЦЕНКА НЕДВИЖИМОГО ИМУЩЕСТВА
03.23.01.01,"ОЦЕНКА НЕДВИЖИМОГО ИМУЩЕСТВА, АРЕНДУЕМОГО СУБЪЕКТАМИ МАЛОГО И СРЕДНЕГО ПРЕДПРИНИМАТЕЛЬСТВА"
03.23.02,ОЦЕНКА НЕМАТЕРИАЛЬНЫХ АКТИВОВ
03.24.01,УСЛУГИ АРХИВОВ
03.24.02,"ДОКУМЕНТАРНОЕ ОБЕСПЕЧЕНИЕ, ДЕЛОПРОИЗВОДСТВО"
03.27.01,ВЕТЕРИНАРНЫЕ УСЛУГИ ПО СТЕРИЛИЗАЦИИ (КАСТРАЦИИ)
03.30,"ЭКСПЕРТИЗА (КРОМЕ ЭКСПЕРТИЗЫ ПСД), ИСПЫТАНИЕ, ТЕСТИРОВАНИЕ, ОЦЕНКА СООТВЕТСТВИЯ (ТЕХНИЧЕСКАЯ), МЕТРОЛОГИЯ"
03.31.03.03.01,ОБСЛУЖИВАНИЕ САНИТАРНЫМ ТРАНСПОРТОМ (АРЕНДА АВТОМОБИЛЕЙ САНИТАРНЫХ) ДЛЯ ПЕРЕВОЗКИ БОЛЬНЫХ И МЕДИЦИНСКОГО ПЕРСОНАЛА
03.31.03.03.04,АРЕНДА АВТОМОБИЛЕЙ САНИТАРНЫХ ГРУЗОВЫХ
03.32.01,ПЕРЕВОЗКА (ДОСТАВКА) ГРУЗОВ И КОРРЕСПОНДЕНЦИИ ВНУТРИГОРОДСКАЯ
03.33,ПЕРЕВОЗКА ПАССАЖИРОВ
03.35.04.02,УСЛУГИ ПИСЬМЕННОГО ПЕРЕВОДА
03.35.09,УСЛУГИ ПО ОРГАНИЗАЦИИ КОМАНДИРОВОК
